,title,ad_url,address,unit_type,price,bedrooms,bathrooms,apartment_lat,apartment_lon,hydro_included,heat_included,water_included,laundry_included,backyard_included,parking_included,gym_included,sqft,furnished,air_conditioning,walk_score,transit_score,bike_score,img_1,"img_2""",img_3
3,"
                            Bright, Spacious 1 Bdrm Bsmt Apt, Wifi Incl, Approx 750 sqft!
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-spacious-1-bdrm-bsmt-apt-wifi-incl-approx-750-sqft/1512002241?null&siteLocale=en_CA,", Toronto M6H 2L1 ON, Canada",Apartment,1460,1,1,43.6741757,-79.4452484,1,1,1,1,0,0,0,750,0,1,84,78,68,https://i.ebayimg.com/00/s/NTM1WDgwMA==/z/YqcAAOSwWuJfDNYi/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/CdQAAOSwFSpfDNY4/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/piIAAOSwbkxfDNYZ/$_2.JPG
4,"
                            1BR apartment close to downtown Toronto
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-apartment-close-to-downtown-toronto/1511997520?null&siteLocale=en_CA,"105 The Queensway, Toronto, ON M6S 5B5, Canada",Apartment,1800,1,1,43.6360574,-79.470781,0,1,1,1,1,0,1,500,0,1,47,63,90,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/n0UAAOSwKrxfDNCt/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/BtMAAOSwi-BfDNDF/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/YJwAAOSw8OVfDNDN/$_2.JPG
5,"
                            Large 1 Bed 1 Bath : Unit # 1709 Bay & Wellesley
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-1-bed-1-bath-:-unit-1709-bay-wellesley/1505738168?null&siteLocale=en_CA,"925 Bay Street, Toronto, ON, M5S 3L4",Apartment,2175,1,1,43.6641656,-79.3867054,0,1,1,1,1,0,1,519,0,1,98,95,75,https://i.ebayimg.com/00/s/MTUwMFgxMTky/z/~BQAAOSwJLde5JaJ/$_27.JPG,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/p4YAAOSwgJNe5JaK/$_2.JPG,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/JbUAAOSwIiVe5JaL/$_2.JPG
6,"
                            Bright and Beautiful Studio Apartment at Bay & Wellesley
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-and-beautiful-studio-apartment-at-bay-wellesley/1505738191?null&siteLocale=en_CA,"925 Bay Street, Toronto, ON, M5S 3L4",Apartment,1975,1,1,43.6641656,-79.3867054,0,1,1,1,1,0,1,489,0,1,98,95,75,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/-1AAAOSwNnBe4Th6/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/mgYAAOSwzEJe4Th6/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/CbgAAOSwafNe4Th6/$_2.JPG
7,"
                            Bay & Wellesley: 1405- 1 Bedroom + Den 801 sf
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bay-wellesley:-1405-1-bedroom-den-801-sf/1505842124?null&siteLocale=en_CA,"925 Bay Street, Toronto, ON, M5S 3L4",Apartment,2508,1.5,1,43.6641656,-79.3867054,0,1,1,1,1,0,1,801,0,1,98,95,75,https://i.ebayimg.com/00/s/NjgzWDEwMjU=/z/sRcAAOSw21Fe5JaI/$_27.JPG,https://i.ebayimg.com/00/s/NjgzWDEwMjU=/z/sjYAAOSwcN9e5JaK/$_2.JPG,https://i.ebayimg.com/00/s/NjgzWDEwMjU=/z/M0QAAOSwSfVe5JaK/$_2.JPG
8,"
                            Large 1 bedroom + den in Yorkville on Bay St -2105 / 801 sf
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-1-bedroom-den-in-yorkville-on-bay-st-2105-801-sf/1505842131?null&siteLocale=en_CA,"925 Bay Street, Toronto, ON, M5S 3L4",Apartment,2508,1.5,1,43.6641656,-79.3867054,0,1,1,1,1,0,1,801,0,1,98,95,75,https://i.ebayimg.com/00/s/NjgzWDEwMjU=/z/hcYAAOSwYvJe5JaL/$_27.JPG,https://i.ebayimg.com/00/s/NjgzWDEwMjU=/z/kMIAAOSwL0xe5JaL/$_2.JPG,https://i.ebayimg.com/00/s/NjgzWDEwMjU=/z/yzUAAOSwYzVe5JaM/$_2.JPG
9,"
                            Newly renovated Apartment for rent $2100 a month 
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-apartment-for-rent-2100-a-month/1511994157?null&siteLocale=en_CA,"1132 The Queensway, Etobicoke, ON M8Z 1P7, Canada",Apartment,2100,2,1,43.622907,-79.5194848,0,1,1,1,0,2,0,900,0,1,62,57,56,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/bKEAAOSw7FRfDMrn/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/13EAAOSwq7JfDMrr/$_2.JPG,https://i.ebayimg.com/00/s/MTMzNFg3NTA=/z/ge0AAOSwnyVfDMrt/$_2.JPG
10,"
                            Avani I at Metrogate #423 - Luxury Condo for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/avani-i-at-metrogate-423-luxury-condo-for-rent/1511481409?null&siteLocale=en_CA,"255 Village Green Square, Toronto, ON, M1S 0L7",Apartment,1695,1,1,43.780236,-79.282539,0,0,0,0,0,0,1,490,0,0,27,65,33,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/EZ8AAOSwCo9fCYDY/$_27.JPG,https://i.ebayimg.com/00/s/ODg3WDcxMA==/z/fcgAAOSwXsJfCYDX/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/9NwAAOSwvmZfCYDX/$_2.JPG
11,"
                            Parfait at Atria #3994 - Luxury Condo for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/parfait-at-atria-3994-luxury-condo-for-rent/1511120364?null&siteLocale=en_CA,"60 Ann OReilly Road, Toronto, ON, M2J 0C8",Apartment,1850,1,15,43.77407,-79.32932,0,0,0,0,0,0,1,653,0,0,64,64,50,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/wtMAAOSwHM9fCGS7/$_27.JPG,https://i.ebayimg.com/00/s/NjAyWDU2Nw==/z/p-kAAOSw~edfCGS7/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/KMEAAOSwmHRfCGS7/$_2.JPG
12,"
                            1+ bedroom modern apartment for rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-modern-apartment-for-rent/1511963988?null&siteLocale=en_CA,", Scarborough  M1C3E8 ON, Canada",Apartment,1650,1.5,1,43.7809669,-79.1525603,0,0,0,1,0,1,0,800,0,1,8,58,27,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/XBYAAOSwLN1fDKq4/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/jpIAAOSw5BZfDKrK/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ILkAAOSwspxfDKrY/$_2.JPG
13,"
                            Large Apartment - walk to Yonge and St. Clair Subway
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-apartment-walk-to-yonge-and-st-clair-subway/1504809494?null&siteLocale=en_CA,"309 Mt Pleasant Rd, Toronto, ON M4T 2C2, Canada",Apartment,1600,1,1,43.6901797,-79.382903,0,1,1,1,1,0,0,800,0,0,65,78,85,,,
14,"
                            257 Torrens Avenue, Unit 207 - One Bedroom
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/257-torrens-avenue-unit-207-one-bedroom/1495890546?null&siteLocale=en_CA,"257 Torrens Ave, East York, ON M4J 2P6, Canada",Apartment,1850,1,1,43.6921983,-79.3436074,0,1,1,1,0,1,0,561,0,1,67,72,62,http://img.youtube.com/vi/zKGptXvs-Y0/0.jpg,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/f8kAAOSwn2lek0IO/$_2.JPG,https://i.ebayimg.com/00/s/NTM1WDgwMA==/z/Oy0AAOSwkA5ekhCy/$_2.JPG
15,"
                            Studio Apt. in stunning Victorian House in Parkdale
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-apt-in-stunning-victorian-house-in-parkdale/1511985606?null&siteLocale=en_CA,"198 Dunn Ave, Toronto, ON M6K 2R9, Canada",Apartment,1150,1,1,43.6386264,-79.4339182,1,1,1,1,0,0,0,300,0,0,83,85,60,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/3goAAOSwFB9fDMOt/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/1zUAAOSwocdfDMOw/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/JfIAAOSwwvNfDMOz/$_2.JPG
16,"
                            downtown bachelor apartment 565 sherbourne st
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-bachelor-apartment-565-sherbourne-st/1511020048?null&siteLocale=en_CA,"565 Sherbourne St, Toronto, ON M4X 1W7, Canada",Apartment,1468,1,1,43.6701586,-79.3756379,0,1,1,1,1,1,1,700,0,0,90,89,99,https://i.ebayimg.com/00/s/Njk0WDgwMA==/z/TNkAAOSwHeRfBhpY/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/6V4AAOSwD7hfBhpb/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/2yYAAOSwm91fBhpf/$_2.JPG
0,"
                            LARGE 1 OR 2 BEDROOM W/CENTRAL AC NEAR YONGE AND EGLINTON
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-1-or-2-bedroom-w-central-ac-near-yonge-and-eglinton/1511972482?null&siteLocale=en_CA,", Toronto M4P1R6 ON, Canada",Apartment,1725,1,1,43.7091634,-79.3914291,0,1,1,1,1,0,0,650,0,1,94,89,56,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/qpYAAOSwshRfDLS9/$_27.JPG,https://i.ebayimg.com/00/s/NTI0WDgwMA==/z/-KQAAOSwHYFfDLTC/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/sAgAAOSw40dfDLTF/$_2.JPG
1,"
                            one-bedroom apartment for lease takeover
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-apartment-for-lease-takeover/1511971783?null&siteLocale=en_CA,"4000 Lawrence Ave E, Scarborough, ON M1E 2R3, Canada",Apartment,1595,1,1,43.7660945,-79.200039,0,1,1,1,1,0,0,706,0,0,51,64,69,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/h4gAAOSwKrxfDLQG/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/vhgAAOSwcFtfDLQI/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/GCUAAOSwr~ZfDLQL/$_2.JPG
2,"
                            Bachelor on Bayview South of Davisville
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-on-bayview-south-of-davisville/1511008642?null&siteLocale=en_CA,"1299 Bayview Ave, Toronto, ON M4G 2Z8, Canada",Apartment,1495,1,1,43.6980266,-79.3717666,1,1,1,1,0,0,0,370,0,0,75,54,69,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/dtkAAOSwktpfBhFq/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/fvwAAOSwzbxfBhH0/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/guEAAOSwL7VfBhH5/$_2.JPG
3,"
                            BRIGHT BACHELOR W/CENTRAL AC NEAR YONGE AND EGLINTON
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-bachelor-w-central-ac-near-yonge-and-eglinton/1511971131?null&siteLocale=en_CA,", Toronto M4P1R6 ON, Canada",Apartment,1500,1,1,43.7091634,-79.3914291,0,1,1,1,1,0,0,450,0,1,94,89,56,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/uUAAAOSwr0tfDLNK/$_27.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/22oAAOSwW4hfDLNM/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/HLgAAOSw~SNfDLNP/$_2.JPG
4,"
                            257 Torrens Avenue, Unit 201-Modern Two Bed
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/257-torrens-avenue-unit-201-modern-two-bed/1495892007?null&siteLocale=en_CA,"201 Torrens Ave, East York, ON M4J 2P6, Canada",Apartment,2260,2,1,43.6919681,-79.3456697,0,1,1,1,0,1,0,700,0,1,67,71,86,http://img.youtube.com/vi/O2FaueebuJU/0.jpg,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/vrkAAOSwHVFek0N8/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDUzMA==/z/oqkAAOSwcMNek0OJ/$_2.JPG
5,"
                            Luxury 1 Bedroom King Street West & Dufferin
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-1-bedroom-king-street-west-dufferin/1459473134?null&siteLocale=en_CA,"1251 King St W, Toronto, ON M6K 1G7, Canada",Apartment,1800,1,1,43.6382063,-79.4296423,0,1,1,0,1,0,0,721,0,0,80,89,53,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/7-wAAOSw-jBdeqxz/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/dR4AAOSwFMVdeq1o/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/QuwAAOSwDJxdeq2W/$_2.JPG
6,"
                            1 Bedroom in The Junction
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-in-the-junction/1511956465?null&siteLocale=en_CA,"2579 Dundas Street West, M6P 1X7, Toronto, ON",Apartment,1850,1,1,43.6627208,-79.4563247,1,1,1,1,1,0,0,680,0,1,83,95,99,https://i.ebayimg.com/00/s/ODAwWDU5OA==/z/z1UAAOSwv1JfDKL9/$_27.JPG,https://i.ebayimg.com/00/s/NjQwWDQ3OA==/z/KH0AAOSwzJ9fDKLK/$_2.JPG,https://i.ebayimg.com/00/s/NDgyWDY0MA==/z/Lh4AAOSw5sBfDKLR/$_2.JPG
7,"
                            BOUTIQUE 2-BEDROOM UNIT IN SPADINA VILLAGE - WON'T LAST!!!
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/boutique-2-bedroom-unit-in-spadina-village-wont-last/1511956240?null&siteLocale=en_CA,"448 Spadina Rd, Toronto, ON M5P 2W4, Canada",Apartment,1695,1,1,43.6892517,-79.4133575,0,1,1,1,0,0,0,335,0,1,80,83,67,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/c64AAOSwzBNfDKL3/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/-fcAAOSwSEJfDKL6/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/Js4AAOSwaUdfDKL9/$_2.JPG
8,"
                            Bright 2 Bedroom 2 Bathroom Unit (Ossington & College/Bloor)
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-2-bedroom-2-bathroom-unit-ossington-college-bloor/1511955599?null&siteLocale=en_CA,"461 Ossington Ave, Toronto, ON M6G 3T3, Canada",Apartment,2000,2,2,43.6550537,-79.4226472,1,1,1,1,0,0,0,850,0,1,91,84,96,https://i.ebayimg.com/00/s/NjA1WDgwMA==/z/gBsAAOSwkflfDKF2/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/oMkAAOSwCo9fDKGN/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/72kAAOSwgydfDKGb/$_2.JPG
0,"
                            Bright 2 Bedroom 2 Bathroom Unit (Ossington & College/Bloor)
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-2-bedroom-2-bathroom-unit-ossington-college-bloor/1511955599?null&siteLocale=en_CA,"461 Ossington Ave, Toronto, ON M6G 3T3, Canada",Apartment,2000,2,2,43.6550537,-79.4226472,1,1,1,1,0,0,0,850,0,1,91,84,96,https://i.ebayimg.com/00/s/NjA1WDgwMA==/z/gBsAAOSwkflfDKF2/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/oMkAAOSwCo9fDKGN/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/72kAAOSwgydfDKGb/$_2.JPG
1,"
                            BOUTIQUE 2-BEDROOM UNIT NEAR SPADINA AND EGLINTON - WON'T LAST!!
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/boutique-2-bedroom-unit-near-spadina-and-eglinton-wont-last/1511952938?null&siteLocale=en_CA,"701 Eglinton Ave W, Toronto, ON M5N 1C6, Canada",Apartment,1895,2,1,43.7019248,-79.4205542,0,1,1,1,1,0,0,525,0,0,79,70,74,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/mNEAAOSw2~hfDJ9a/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/ehYAAOSweYlfDJ9e/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/W0gAAOSwkYlfDJ9h/$_2.JPG
2,"
                            Junior 1 Bedroom - Davenport Rd. & Symington Ave.
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/junior-1-bedroom-davenport-rd-symington-ave/1511952593?null&siteLocale=en_CA,"1927 Davenport Rd, Toronto, ON M6N 1C3, Canada",Apartment,1275,1,1,43.6701885,-79.4560198,1,1,1,0,0,0,0,300,0,0,61,76,84,,,
3,"
                            Mainfloor Apt  - Newly Renovated, for Aug 1st
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/mainfloor-apt-newly-renovated-for-aug-1st/1511949389?null&siteLocale=en_CA,", Toronto M6E 4P5 ON, Canada",Apartment,1695,1,1,43.6795714,-79.4554459,1,1,1,1,1,0,0,600,0,1,67,75,73,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/~BcAAOSw241fDJs6/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/-j0AAOSw2RNfDJtF/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/dA0AAOSwmwtfDJtQ/$_2.JPG
4,"
                            BOUTIQUE BACHELOR UNIT NEAR LIBERTY VILLAGE - WON'T LAST!!!
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/boutique-bachelor-unit-near-liberty-village-wont-last/1511948623?null&siteLocale=en_CA,"7 Thorburn Ave, Toronto, ON M6K 1C4, Canada",Apartment,1195,1,1,43.6353081,-79.4264294,1,1,1,1,0,0,0,225,0,0,70,89,84,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/wXkAAOSwsh1fDJq2/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/RSMAAOSwh1xfDJq5/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/2mIAAOSwJNxfDJq8/$_2.JPG
5,"
                            Lovely bachelor apt in the beaches $1650.00
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/lovely-bachelor-apt-in-the-beaches-1650-00/1511948163?null&siteLocale=en_CA,"M4E2R4, Canada",Apartment,1650,1,1,43.6694114,-79.2963774,0,1,1,1,0,0,0,350,0,0,89,66,93,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/qNAAAOSwRuhfDJoC/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/3LwAAOSwQkhfDJoH/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/rtcAAOSwAGxfDJoL/$_2.JPG
6,"
                            BIG BRIGHT Modern 1 bdrm St. Clair & Lansdowne
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/big-bright-modern-1-bdrm-st-clair-lansdowne/1511942499?null&siteLocale=en_CA,"M6N1G7, Canada",Apartment,1850,1,1,43.6734736,-79.4600168,0,0,0,1,1,0,0,900,0,1,89,77,76,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/FOUAAOSwg4ZfDJOr/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/9moAAOSwwuJfDJO8/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/Nq4AAOSwDstfDJO6/$_2.JPG
7,"
                            BOUTIQUE 2-BEDROOM UNIT NEAR SHERBOURNE & CARLTON - WON'T LAST!!
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/boutique-2-bedroom-unit-near-sherbourne-carlton-wont-last/1511939347?null&siteLocale=en_CA,"383 Sherbourne St, Toronto, ON M4X 1K4, Canada",Apartment,1895,2,1,43.6639239,-79.3729764,1,1,1,1,0,0,0,515,0,0,93,86,75,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/lPgAAOSwcSpfDJA2/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/g04AAOSw1b5fDJA-/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/IzMAAOSwUkFfDJBC/$_2.JPG
8,"
                            ONE BEDROOM NEAR DOWNTOWN FOR FEMALE ONLY
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-near-downtown-for-female-only/1511934005?null&siteLocale=en_CA,"603 1/2 Parliament St, Toronto, ON M4X 1P9, Canada",Apartment,750,1,1,43.6678536,-79.3696063,0,0,1,0,0,0,0,60,1,1,89,89,73,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/FEoAAOSwjZ9fDIlx/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/OsoAAOSwHvNfDIlq/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/YpwAAOSwkzJfDIln/$_2.JPG
9,"
                            Newly renovated apartment in the heart of downtown area 
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-apartment-in-the-heart-of-downtown-area/1511933392?null&siteLocale=en_CA,"M5R2X8, Canada",Apartment,3150,3,1,43.6730058,-79.4072615,1,1,1,1,0,0,0,900,0,1,89,95,99,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/n4UAAOSwjldfDIpP/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/9JUAAOSw1b1fDIpR/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/SQ8AAOSw4n1fDIpT/$_2.JPG
10,"
                            Newly Renovated - East York  1 Bed 1 Bath Suite!
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-east-york-1-bed-1-bath-suite/1505782251?null&siteLocale=en_CA,"85 & 95 Thorncliffe Park Drive, Toronto, ON, M4H 1L6",Apartment,2485,1,1,43.707814,-79.340482,0,1,1,1,0,0,1,994,0,1,69,67,43,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/fGwAAOSwyz5e4WbO/$_27.JPG,https://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/NyUAAOSwmGde4WbU/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/SRwAAOSwSWde4WbQ/$_2.JPG
11,"
                            Beautiful Spacious Bachelor
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-spacious-bachelor/1511924587?null&siteLocale=en_CA,"2407 Lake Shore Blvd W, Etobicoke, ON M8V 1C5, Canada",Apartment,1350,1,1,43.6141933,-79.4885149,0,1,1,1,0,1,0,700,0,0,65,63,87,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/~3YAAOSwOXxfDH61/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/-WYAAOSwDPhfDIAf/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/yE4AAOSwlCpfDIAv/$_2.JPG
12,"
                            1 Bdrm Roncy Apt
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bdrm-roncy-apt/1511924435?null&siteLocale=en_CA,"122 Howard Park Ave, Toronto, ON M6R 1V6, Canada",Apartment,1700,1,1,43.6512281,-79.4532414,1,1,1,1,0,1,0,400,0,0,88,97,86,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/zVwAAOSwS1BfDH9H/$_27.JPG,https://i.ebayimg.com/00/s/MzYwWDQ4MA==/z/LvkAAOSw80FfDH9I/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/agkAAOSwIwtfDH9K/$_2.JPG
13,"
                            2 BDRM, 1 BATH APARTMENT [BATHURST & BLOOR]
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bdrm-1-bath-apartment-bathurst-bloor/1511923394?null&siteLocale=en_CA,"643 Bloor Street W, M6G 1L1, Toronto, ON",Apartment,1700,2,1,43.6641547,-79.41504,1,1,1,0,0,0,0,600,0,0,95,94,10,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/EzUAAOSwinxfDH7m/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/fvAAAOSwRL9fDH7k/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/NSkAAOSw6DVfDH7o/$_2.JPG
14,"
                            Elegant furnished 1bd apartment in the heart of Yorkville sublet
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/elegant-furnished-1bd-apartment-in-the-heart-of-yorkville-sublet/1511921859?null&siteLocale=en_CA,"50 Hillsboro Ave, Toronto, ON M5R 1S8, Canada",Apartment,2300,1,1,43.6758217,-79.3936039,1,1,1,1,1,0,1,650,1,0,93,90,65,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/fFQAAOSwBbtfDH00/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMw==/z/wIcAAOSwVCFfDH07/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/9~wAAOSwZQ1fDH03/$_2.JPG
15,"
                            1 bedroom apartment @ Roncy / High Park / Sunnyside beach
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-roncy-high-park-sunnyside-beach/1511919806?null&siteLocale=en_CA,"202 Sunnyside Ave, M6R 2P6, Toronto, ON",Apartment,2000,1,1,43.6445997,-79.4510726,0,1,1,1,1,0,0,651,0,1,85,86,85,http://img.youtube.com/vi/oczIQdQoNZU/0.jpg,https://i.ebayimg.com/00/s/ODAwWDM3MQ==/z/VGAAAOSw-pBfDHoo/$_2.JPG,https://i.ebayimg.com/00/s/NDUzWDY4MA==/z/vz0AAOSwjXFfDHos/$_2.JPG
16,"
                            Beautiful pet-friendly 1-Bedroom apartment for $1779 in midtown!
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-pet-friendly-1-bedroom-apartment-for-1779-in-midtown/1511918319?null&siteLocale=en_CA,"45 Lorindale Avenue, Toronto m5m3c3 ON",Apartment,1779,1,1,43.7262601,-79.4036115,0,1,1,1,1,0,0,700,0,0,84,81,60,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/3KUAAOSwZE5fDHlW/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/7TwAAOSww1dfDHk-/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/jvsAAOSwBmlfDHk6/$_2.JPG
