,title,ad_url,address,unit_type,price,bedrooms,bathrooms,apartment_lat,apartment_lon,hydro_included,heat_included,water_included,laundry_included,backyard_included,parking_included,gym_included,sqft,furnished,air_conditioning,walk_score,transit_score,bike_score,img_1,"img_2""",img_3
5,"
                            ★BEAUTIFUL 1 BED, 1 BATH CONDO IN DOWNTOWN TORONTO★
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-1-bed-1-bath-condo-in-downtown-toronto/1512884705?null&siteLocale=en_CA,"170 Bayview Ave, Toronto, ON M5A 0G4, Canada",Apartment,1750.0,1,1,43.6553616,-79.353782,0.0,0.0,0.0,1.0,0.0,0,1.0,542,0.0,1.0,76,88,97,https://i.ebayimg.com/00/s/NTM3WDgwMA==/z/6A8AAOSwxipfExt5/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/pgYAAOSw6d9fExt8/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/98kAAOSwNmNfExt~/$_2.JPG
6,"
                            Stylish Studio Apt at Trinity Bellwoods, Dundas/Dovercourt
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/stylish-studio-apt-at-trinity-bellwoods-dundas-dovercourt/1512883512?null&siteLocale=en_CA,"Dovercourt Rd, Toronto, ON M6J 3C9, Canada",Apartment,1780.0,1,1,43.6470755,-79.42377359999999,1.0,1.0,1.0,1.0,0.0,0,0.0,450,0.0,1.0,85,87,57,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/F3wAAOSwFIZfExlW/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/DI4AAOSwvt1fExlf/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/jc8AAOSwvEdfExmC/$_2.JPG
7,"
                            3 Bedroom 2 Bath in East York 1679 sq ft
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-2-bath-in-east-york-1679-sq-ft/1505782242?null&siteLocale=en_CA,"85 & 95 Thorncliffe Park Drive, Toronto, ON, M4H 1L6",Apartment,3525.0,3,2,43.707814,-79.340482,0.0,1.0,1.0,1.0,0.0,0,1.0,1679,0.0,1.0,69,67,43,https://i.ebayimg.com/00/s/MTUwMFgxNTAw/z/OPIAAOSw3npe4WbS/$_27.JPG,https://i.ebayimg.com/00/s/NTQwWDY3Mg==/z/GrwAAOSwlRZe4WbL/$_2.JPG,https://i.ebayimg.com/00/s/MTUwMFgxNTAw/z/RaYAAOSw2TJe4WbR/$_2.JPG
8,"
                            East York - Large 2 bed 1.5 bath suite
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/east-york-large-2-bed-1-5-bath-suite/1505782241?null&siteLocale=en_CA,"85 & 95 Thorncliffe Park Drive, Toronto, ON, M4H 1L6",Apartment,2425.0,2,15,43.707814,-79.340482,0.0,1.0,1.0,1.0,0.0,0,1.0,1399,0.0,1.0,69,67,43,https://i.ebayimg.com/00/s/MTUwMFgxNTAw/z/aSkAAOSwMyBe4WbL/$_27.JPG,https://i.ebayimg.com/00/s/NTQwWDY3Mg==/z/PrcAAOSw7ple4WbF/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMDY3/z/r48AAOSwVUle4WbS/$_2.JPG
9,"
                            2 Bedroom 1.5 bath in East York 1399 SF
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-1-5-bath-in-east-york-1399-sf/1505782262?null&siteLocale=en_CA,"85 & 95 Thorncliffe Park Drive, Toronto, ON, M4H 1L6",Apartment,2425.0,2,15,43.707814,-79.340482,0.0,1.0,1.0,1.0,0.0,0,1.0,1399,0.0,1.0,69,67,43,https://i.ebayimg.com/00/s/MTUwMFgxNTAw/z/NRsAAOSwmsxe4WbL/$_27.JPG,https://i.ebayimg.com/00/s/NTQwWDY3Mg==/z/4f4AAOSw8Ehe4WbJ/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMDY3/z/bCoAAOSwuDte4WbP/$_2.JPG
10,"
                            Newly Renovated suite! 2 Bed 1.5 Bath Suite - East York
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-suite-2-bed-1-5-bath-suite-east-york/1505782245?null&siteLocale=en_CA,"85 & 95 Thorncliffe Park Drive, Toronto, ON, M4H 1L6",Apartment,2650.0,2,15,43.707814,-79.340482,0.0,1.0,1.0,1.0,0.0,0,1.0,1294,0.0,1.0,69,67,43,https://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/FeMAAOSwyEJe4WbR/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/caEAAOSw0o9e4WbS/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/-i0AAOSwP1de4WbR/$_2.JPG
11,"
                            Newly Renovated - East York  1 Bed 1 Bath Suite!
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-east-york-1-bed-1-bath-suite/1505782251?null&siteLocale=en_CA,"85 & 95 Thorncliffe Park Drive, Toronto, ON, M4H 1L6",Apartment,2485.0,1,1,43.707814,-79.340482,0.0,1.0,1.0,1.0,0.0,0,1.0,994,0.0,1.0,69,67,43,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/fGwAAOSwyz5e4WbO/$_27.JPG,https://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/NyUAAOSwmGde4WbU/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/SRwAAOSwSWde4WbQ/$_2.JPG
12,"
                            Gorgeous 2 Level Apt W New Kitchen and Balcony Trinity Bellwoods
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/gorgeous-2-level-apt-w-new-kitchen-and-balcony-trinity-bellwoods/1512879336?null&siteLocale=en_CA,"322 Shaw St, Toronto, ON M6J 2X2, Canada",Apartment,3650.0,3,1,43.65100650000001,-79.41899509999999,1.0,1.0,1.0,1.0,1.0,0,0.0,1000,0.0,1.0,84,84,88,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/etQAAOSwEbBfExXD/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Lk4AAOSwVSFfExWt/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/i4gAAOSwGm5fExW9/$_2.JPG
13,"
                            Big Bright 3 Bed Loft - Furnished & All Inclusive - Trendy West
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/big-bright-3-bed-loft-furnished-all-inclusive-trendy-west/1512879170?null&siteLocale=en_CA,"Lansdowne and Dupont, Toronto M6H2B1 ON, Canada",Apartment,3500.0,3,1,43.6667251,-79.44644819999999,1.0,1.0,1.0,1.0,0.0,0,1.0,1200,1.0,1.0,82,78,82,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/JsEAAOSwjQRfExW7/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/C9YAAOSwSQFfExW-/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/F2EAAOSwYaNfExW3/$_2.JPG
14,"
                            -= Available Now! Renovated 1 bedroom apartment with parking =-
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/available-now-renovated-1-bedroom-apartment-with-parking/1512878627?null&siteLocale=en_CA,", Toronto M1K 3L4 ON, Canada",Apartment,1450.0,1,1,43.7250577,-79.2551582,0.0,1.0,0.0,1.0,1.0,1,0.0,800,0.0,0.0,35,84,50,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/7KgAAOSwwXhfExSo/$_27.JPG,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/vuYAAOSwP8pfExSt/$_2.JPG,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/8yMAAOSwxBJfExSx/$_2.JPG
15,"
                            One Bedroom in Downtown Distillery District
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-in-downtown-distillery-district/1512877633?null&siteLocale=en_CA,"39 Parliament St, Toronto, ON M5A 4R2, Canada",Apartment,1350.0,1,1,43.6497473,-79.3615906,1.0,1.0,1.0,1.0,1.0,0,0.0,900,0.0,1.0,90,92,99,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/EEoAAOSwU59fExPn/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/t04AAOSwjLFfExPr/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/Z0IAAOSwbdVfExPx/$_2.JPG
16,"
                            2 bed 2 bath 2 parking in home 10min walk to subway 401 and 427
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-2-bath-2-parking-in-home-10min-walk-to-subway-401-and-427/1512877415?null&siteLocale=en_CA,"M9B 3L6, Canada",Apartment,1990.0,2,2,43.645632,-79.5373365,1.0,1.0,1.0,1.0,1.0,2,0.0,900,0.0,1.0,62,92,54,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/goQAAOSwbRxfExOC/$_27.JPG,https://i.ebayimg.com/00/s/MTAwNlgxNjAw/z/HycAAOSwtY1fExOE/$_2.JPG,https://i.ebayimg.com/00/s/ODIwWDE2MDA=/z/pcsAAOSwvvJfExOF/$_2.JPG
17,"
                            Two bedroom apartment available now [5 min to UT]
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/two-bedroom-apartment-available-now-5-min-to-ut/1512877119?null&siteLocale=en_CA,", M5T2G6, Toronto, ON",Apartment,1950.0,2,1,43.6569131,-79.39925769999999,1.0,1.0,1.0,1.0,0.0,0,0.0,425,0.0,0.0,98,96,75,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/EV0AAOSwFIZfExNj/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/fSkAAOSwNZFfExNl/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/2rgAAOSwRXFfExNo/$_2.JPG
18,"
                            Clean, Cozy One-bedroom Apartment - Golden Triangle, East York
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/clean-cozy-one-bedroom-apartment-golden-triangle-east-york/1512877060?null&siteLocale=en_CA,"26 Elmsdale Rd, East York, ON M4J 3M4, Canada",Apartment,1150.0,1,1,43.6952915,-79.3446965,1.0,1.0,1.0,1.0,0.0,0,0.0,500,0.0,0.0,59,70,81,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/tYUAAOSwRH9fExL3/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/HeYAAOSwmIBfExME/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/108AAOSwtDRfExMV/$_2.JPG
19,"
                            One Bedroom in Downtown Distillery District
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-in-downtown-distillery-district/1512877024?null&siteLocale=en_CA,"135 Green Bank Dr, Cambridge, ON N1T 2B6, Canada",House,2395.0,4,25,43.6497473,-79.3615906,0.0,0.0,0.0,1.0,1.0,2,0.0,2800,0.0,1.0,90,92,99,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/fX0AAOSwr9BfENhy/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/bf8AAOSwFPhfENiI/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/sxgAAOSwP35fENiA/$_2.JPG
20,"
                            Two bedroom apt close to shopping, parks, and public transport.
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/two-bedroom-apt-close-to-shopping-parks-and-public-transport/1512877012?null&siteLocale=en_CA,", Toronto M1W 3T7 ON, Canada",Apartment,1750.0,2,1,43.8114899,-79.32772000000001,1.0,1.0,1.0,1.0,1.0,1,0.0,1000,0.0,1.0,44,68,51,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/uBEAAOSwjrpfExMV/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/KskAAOSwGthfExMZ/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/~yQAAOSwZXFfExMe/$_2.JPG
21,"
                            SPACIOUS THREE BEDROOM + DEN! FIRST MONTH FREE!! +750$ VISA CARD
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-three-bedroom-den-first-month-free-750-visa-card/1508675017?null&siteLocale=en_CA,"350 Queens Quay West, Toronto, ON, M5V 3A7",Apartment,3497.0,3.5,1,43.6385022,-79.3890938,0.0,0.0,1.0,1.0,0.0,0,1.0,1080,0.0,1.0,74,97,89,https://i.ebayimg.com/00/s/NTYyWDEwMTU=/z/26cAAOSwDvJe96dP/$_27.JPG,https://i.ebayimg.com/00/s/MTIzNlgxNjAw/z/f0wAAOSw5Mle96dQ/$_2.JPG,https://i.ebayimg.com/00/s/MTIzNlgxNjAw/z/go0AAOSw~cRe96dQ/$_2.JPG
22,"
                            SPACIOUS ONE BEDROOM + DEN!! FIRST MONTH FREE!! +750$ VISA CARD!
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-one-bedroom-den-first-month-free-750-visa-card/1508588006?null&siteLocale=en_CA,"350 Queens Quay West, Toronto, ON, M5V 3A7",Apartment,2057.0,1.5,1,43.6385022,-79.3890938,0.0,0.0,1.0,1.0,0.0,0,1.0,639,0.0,1.0,74,97,89,https://i.ebayimg.com/00/s/NTYyWDEwMTU=/z/85EAAOSwmZde96dQ/$_27.JPG,https://i.ebayimg.com/00/s/MTIzNlgxNjAw/z/cyoAAOSw~Ite96dQ/$_2.JPG,https://i.ebayimg.com/00/s/MTIzNlgxNjAw/z/h1MAAOSwyFhe96dQ/$_2.JPG
23,"
                            SPACIOUS TWO BEDROOMS + DEN!! FIRST MONTH FREE!! +750$ VISA CARD
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-two-bedrooms-den-first-month-free-750-visa-card/1508675016?null&siteLocale=en_CA,"350 Queens Quay West, Toronto, ON, M5V 3A7",Apartment,2497.0,2.5,1,43.6385022,-79.3890938,0.0,0.0,1.0,1.0,0.0,0,1.0,794,0.0,1.0,74,97,89,https://i.ebayimg.com/00/s/NTYyWDEwMTU=/z/AZoAAOSw0rVe96dP/$_27.JPG,https://i.ebayimg.com/00/s/MTIzNlgxNjAw/z/j9cAAOSwhl1e96dQ/$_2.JPG,https://i.ebayimg.com/00/s/MTIzNlgxNjAw/z/ZbQAAOSwcLNe96dQ/$_2.JPG
24,"
                            Yonge and Eglinton, 63 Roehampton, Bach suite
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-and-eglinton-63-roehampton-bach-suite/1505840445?null&siteLocale=en_CA,"63 Roehampton Avenue, Toronto, ON, M4P 1R1",Apartment,1525.0,1,1,43.7081182,-79.396487,0.0,0.0,1.0,1.0,0.0,0,0.0,380,0.0,1.0,96,91,70,https://i.ebayimg.com/00/s/MzM1WDUwMA==/z/hScAAOSw0~de4aD4/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/z6YAAOSwUjJe4aEA/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/~MUAAOSwOPVe4aEA/$_2.JPG
25,"
                            2-Bedroom Apt. St. Clair West/Corso Italia
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apt-st-clair-west-corso-italia/1512865944?null&siteLocale=en_CA,"1335 St Clair Ave W, Toronto, ON M6E 1C3, Canada",Apartment,1900.0,2,1,43.6762418,-79.4496315,0.0,0.0,0.0,0.0,1.0,1,0.0,900,0.0,0.0,89,78,75,https://i.ebayimg.com/00/s/ODAwWDUzMw==/z/gYAAAOSwRqJfEwY8/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/5VgAAOSw2sBfEwZE/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/R5QAAOSw0tNfEwY4/$_2.JPG
26,"
                            MODERN FURNISHED  JUNIOR 1 BDR APARTMENT CLOSE TO FINCH SUBWAY 
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/modern-furnished-junior-1-bdr-apartment-close-to-finch-subway/1512865585?null&siteLocale=en_CA,"M2N 2E3, Canada",Apartment,1125.0,1,1,43.77675929999999,-79.4209808,1.0,1.0,1.0,1.0,0.0,0,0.0,400,1.0,1.0,73,96,61,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/SFoAAOSw0tNfEwbU/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/44wAAOSw~51fEwbY/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Gc8AAOSwAsRfEwba/$_2.JPG
0,"
                            BACHELOR APARTMENT
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment/1512862803?null&siteLocale=en_CA,", North York M5M 4A1 ON, Canada",Apartment,995.0,1,1,43.7340392,-79.4199256,0.0,1.0,0.0,1.0,0.0,0,0.0,400,0.0,0.0,76,61,59,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/vS0AAOSwU2BfEwO3/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/qScAAOSw2exfEwO6/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/bHYAAOSwejBfEwPB/$_2.JPG
1,"
                            ALL INCL. 1BDRM in Bloor West / Kingsway at SUBWAY STATION
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/all-incl-1bdrm-in-bloor-west-kingsway-at-subway-station/1512862325?null&siteLocale=en_CA,"2692 Bloor St W, Etobicoke, ON M8X 1A5, Canada",Apartment,895.0,2,1,43.6501804,-79.4976105,1.0,1.0,1.0,1.0,0.0,0,0.0,1300,1.0,1.0,52,76,78,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/gocAAOSwtX5fEwKd/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/0GsAAOSw68lfEwKl/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/YWMAAOSwolpfEwKt/$_2.JPG
2,"
                            High Park-Roncesvalles Spacious 1 bdrm Main Flr August 1st
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/high-park-roncesvalles-spacious-1-bdrm-main-flr-august-1st/1512860903?null&siteLocale=en_CA,"M6R2W3, Canada",Apartment,2800.0,1,1,43.6467693,-79.4543032,1.0,1.0,1.0,1.0,1.0,2,0.0,1000,0.0,0.0,42,92,71,https://i.ebayimg.com/00/s/MTEzNlg2NDA=/z/vxQAAOSwH~ZfEwHt/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/DfEAAOSweYhfEwHu/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/0JkAAOSwVINfEwHx/$_2.JPG
3,"
                            Residences on Bloor - Two bedroom Apartment for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/residences-on-bloor-two-bedroom-apartment-for-rent/1512858617?null&siteLocale=en_CA,"235 Bloor Street East, Toronto, ON, M4W 3Y3",Apartment,2616.0,2,1,43.671323,-79.380831,0.0,1.0,1.0,1.0,0.0,0,1.0,825,0.0,1.0,97,90,97,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/-x8AAOSw1qtfEv7J/$_27.JPG,https://i.ebayimg.com/00/s/NTM4WDEwMjQ=/z/eCAAAOSwEmxfEv7I/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/xfAAAOSwGuJfEv7I/$_2.JPG
4,"
                            2 bedroom apartment for rent Christie and Bloor, Toronto
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-christie-and-bloor-toronto/1512859227?null&siteLocale=en_CA,", Toronto M6G 4C3 ON, Canada",Apartment,2900.0,2,2,43.664338,-79.4184306,0.0,1.0,1.0,1.0,1.0,1,0.0,937,0.0,1.0,92,89,75,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/Rc8AAOSwCpRfEv7I/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/zzQAAOSw549fEv7L/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/NUsAAOSwfs9fEv7P/$_2.JPG
5,"
                            Bachelor/studio apartment
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-studio-apartment/1509563165?null&siteLocale=en_CA,"153 Sheridan Ave, Toronto, ON M6K 2H6, Canada",Apartment,1350.0,1,1,43.6508697,-79.4339495,1.0,1.0,1.0,0.0,0.0,0,0.0,400,0.0,1.0,84,86,94,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/QMUAAOSwx9Be-7lV/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/piEAAOSwvDJe-7lY/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/4L4AAOSwEs9e-7la/$_2.JPG
6,"
                            Little Italy bachelor apartment 
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/little-italy-bachelor-apartment/1512856902?null&siteLocale=en_CA,"M6G3G9, Canada",Apartment,1150.0,1,1,43.6586705,-79.4188703,1.0,1.0,1.0,1.0,0.0,0,0.0,450,0.0,1.0,78,86,75,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/cQMAAOSwpSBfEvwt/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/xKgAAOSw0OJfEvwv/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/oScAAOSwcbxfEvwx/$_2.JPG
7,"
                            Large 2 Bedroom Apartment Scarborough Markham & Lawrence
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-2-bedroom-apartment-scarborough-markham-lawrence/1512856793?null&siteLocale=en_CA,", m1h1b2, toronto, ON",Apartment,1550.0,2,1,43.7576091,-79.2317222,0.0,1.0,0.0,1.0,0.0,1,0.0,1000,0.0,1.0,80,60,52,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/jnkAAOSwa0ZfEvwj/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/5lAAAOSwFHFfEvwn/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/dwMAAOSwzvJfEvwu/$_2.JPG
8,"
                            Studio/ bachelor Apartment Cable+Internet+Utility Incl. Downtown
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-bachelor-apartment-cable-internet-utility-incl-downtown/1512856046?null&siteLocale=en_CA,", Toronto M6K1C1 ON, Canada",Apartment,1690.0,1,1,43.635392,-79.43645649999999,1.0,1.0,1.0,1.0,0.0,0,0.0,550,0.0,1.0,74,80,88,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/oLMAAOSwTFJfEvrc/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/zt8AAOSw3IFfEvp0/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/CJAAAOSwqDpfEvqI/$_2.JPG
9,"
                            Bachelor Studio Apt Available at Downtown Toronto
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-studio-apt-available-at-downtown-toronto/1512855610?null&siteLocale=en_CA,"Isabella St, Toronto, ON, Canada",Apartment,1325.0,1,1,43.6686313,-79.38067629999999,1.0,1.0,1.0,1.0,0.0,0,0.0,350,0.0,1.0,96,90,75,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/OxgAAOSwoQ9fEvh4/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/h8EAAOSwtwxfEviH/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ldcAAOSwDKNfEvio/$_2.JPG
10,"
                            BR Apartment Furnished+Cable+Net+All Utilities Inc. Downtown
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/br-apartment-furnished-cable-net-all-utilities-inc-downtown/1512854996?null&siteLocale=en_CA,", Toronto M6K1C1 ON, Canada",Apartment,2150.0,1,1,43.635392,-79.43645649999999,1.0,1.0,1.0,1.0,0.0,0,0.0,550,1.0,1.0,74,80,88,https://i.ebayimg.com/00/s/NTE5WDgwMA==/z/orkAAOSw-q5fEvk0/$_27.JPG,https://i.ebayimg.com/00/s/NTMxWDgwMA==/z/MNsAAOSwibFfEvlq/$_2.JPG,https://i.ebayimg.com/00/s/NTM4WDgwMA==/z/BGQAAOSwAG9fEvlB/$_2.JPG
11,"
                            Hidden Gem! Brand new 1 bedroom apartment 
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/hidden-gem-brand-new-1-bedroom-apartment/1512854674?null&siteLocale=en_CA,"M6H1W7, Canada",Apartment,2375.0,1,1,43.6674798,-79.4298621,0.0,1.0,1.0,0.0,0.0,0,0.0,550,0.0,1.0,81,82,62,https://i.ebayimg.com/00/s/OTk2WDExMjU=/z/VSEAAOSwolpfEvhg/$_27.JPG,https://i.ebayimg.com/00/s/ODU0WDExMjU=/z/3bkAAOSwYSlfEvhj/$_2.JPG,https://i.ebayimg.com/00/s/MTEyMlgxMTI1/z/FrMAAOSwebdfEvhn/$_2.JPG
12,"
                            2 Bed / 1 Bath - Jane and Eglinton
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-1-bath-jane-and-eglinton/1512853042?null&siteLocale=en_CA,", M6M 2B5, Toronto, ON",Apartment,1700.0,2,1,43.6887862,-79.49965130000001,0.0,1.0,1.0,1.0,0.0,0,0.0,750,0.0,0.0,48,74,45,https://i.ebayimg.com/00/s/MzgwWDY0OQ==/z/OSAAAOSwOCxfEvZW/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/U10AAOSwmAJfEvZl/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/TvsAAOSwWJlfEvZp/$_2.JPG
13,"
                            Big, bright 2-bedroom on quiet street in Mount Pleasant West
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/big-bright-2-bedroom-on-quiet-street-in-mount-pleasant-west/1512852159?null&siteLocale=en_CA,"117 Hillsdale Ave E, Toronto, ON M4S 1T4, Canada",Apartment,2400.0,2,1,43.7038796,-79.3941966,0.0,0.0,0.0,1.0,0.0,0,0.0,900,0.0,1.0,91,91,64,,,
14,"
                            DT Yonge/Bloor.  Jr 1 BR .Aug 1 , Single occupancy $1365 incl
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/dt-yonge-bloor-jr-1-br-aug-1-single-occupancy-1365-incl/1512851023?null&siteLocale=en_CA,"39 Gloucester St, Toronto, ON M4Y 1L8, Canada",Apartment,1365.0,1,1,43.6667865,-79.3833579,1.0,1.0,1.0,1.0,1.0,0,0.0,420,0.0,1.0,98,90,75,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/YIAAAOSwBXxfEvKC/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/n9wAAOSwbxFfEvKP/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/8EYAAOSw-9lfEvKh/$_2.JPG
